Cc1c(CCc2nc3ccccc3s2)cccc1OCC(C)C
Cc1[nH]n(-c2ccccc2)c(=O)c1C1(C(F)(F)F)C(=O)N(C)C2=C1C(=O)CC(C)(C)C2
COc1ccc(C(F)(F)F)cc1N1C(=O)COc2cc(S(=O)(=O)Nc3nccs3)ccc21
COc1cc2c(cc1OC)-c1c(C(=O)NC3CC3)c3ccc(OC)c(OC)c3c(=O)n1CC2
O=S(=O)(Cc1nnc(CS(=O)(=O)C2CNN=C2S(=O)(=O)c2ccc(Cl)cc2)s1)Nc1ccc(Cl)cc1
C1=CC[C@@H](CN2CCCC3(C2)OCCO3)CC1
COc1ccc(CN(CCC(O)c2ccc3ccccc3c2)C(C)C)cc1
Cc1ccc2c(c1)C1(Nc3ccccc3S1)C(=O)N2C
O=C(O)c1ccc(COc2ccc3c(c2)CCC3)o1
Cc1ccc(-n2cc(CN3C(=O)COc4ccc(Cl)cc43)nn2)cc1
CCC(Sc1nc(N)cc(O)n1)C(=O)NC(C(=O)OC)c1ccccc1
COc1ccc(-n2c(=O)c(-c3ccc(Cl)cc3)nc3cnc(N4CCOCC4)nc32)cc1
CCCC1(CCC)OC(=O)N2CCN(C(=O)NCc3ccc(F)cc3)CC21
COc1ccc(N(CC(=O)NCCCSc2ccccc2)C(=O)CNC(=O)OC(C)(C)C)cc1
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1
Cc1cccc(NC(=O)NC(=O)CSC(=S)N[C@H]2CCOC2=O)c1
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1cccc(Br)c1)n2CCC(N)=O
Cc1cc(CN2C(=O)CN(c3ccc(OC(F)(F)F)cc3)C2=O)cc(C)c1OC(C)(C)C(=O)O
CNC(=O)c1cc(Oc2ccc(C3=NNC(c4ccc(C#N)cc4)C3)cc2)ccn1
Cc1ccc(OCc2nnc(NC(=O)c3cccnc3)s2)cc1
CCCCOc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl
O=C(NCc1ccco1)[C@@H]1CCCN1C(=O)c1cccs1
COc1ccccc1-n1cnnc1SCC(=O)Nc1cc(C)on1
Cc1ncc(CN2CC=C(c3ccccc3)CC2)c(N)n1
C#CCNS(=O)(=O)c1cccc(C(=O)Nc2nc(C)c(C)s2)c1
O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCCC(=O)N1Cc1c(Cl)cccc1Cl
O=C(O)c1ccc(-c2ccccc2O)[nH]1
CCc1c(-c2ccc(Cl)cc2)[nH]c(=O)c(C(=O)O)c1O
N#Cc1cccc(CN2CCOc3cc(-c4cnc5[nH]ccc5c4)ccc3C2=O)c1
CCc1cccc(NC(P(=O)(O)O)P(=O)(O)O)n1
CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2cc(Cl)cc(Cl)c2)C2CCc3cc(C(=O)Nc4nn[nH]n4)ccc32)CC1
CCc1ccc2c(c1)nc(NCc1ccco1)n2Cc1ccc(C(F)(F)F)cc1
Nc1nonc1-c1nc2ccccc2n1CC(=O)N/N=C/c1ccc(-c2cccc(C(F)(F)F)c2)o1
COc1cccc(Oc2ccc(-c3ccc(C(C)NC(C)=O)cc3)cc2)c1
COc1cc(-c2ccc(F)c(Cl)c2)ccc1-n1c(=O)cnc2cc(S(=O)(=O)Nc3ccon3)ccc21
COc1ccc2oc([N+](=O)[O-])cc2c1
CC(O)(CS(=O)(=O)c1ccc(C(C)(C)C)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
O=C(CN1C(=O)COc2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)cc21)N1CCCC1
FC(F)(F)Oc1ccc(Nc2n[nH]c(=S)s2)cc1
O=C(NCc1ccccc1)C1C(COP(=O)(O)O)C2CCCN2C1c1ccccc1
Cc1cc(C(=O)N(Cc2ccco2)C2CC2)on1
O=C(Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1)c1cccc(-c2ccc3nc(NC(=O)C4CC4)sc3n2)c1
CC(C)n1cnnc1CCNC(=O)N1CCCC[C@H]1c1ccc(F)cc1
CCCCCC(=O)c1ccc(OCCCN2CCN(CC3CC3)CC2)cc1
O=C1C(Cc2ccccc2)N(S(=O)(=O)c2ccc(Cl)cc2)C(=O)C(Cc2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1
CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1
COc1ccc(Cc2nnc(SCC(=O)Nc3ccccc3)nc2O)cc1
Nc1ccc(Oc2c(Cl)cccc2Cl)nc1
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3C3CCCC3)[C@@H]2c2ccc(F)cc2)c1
CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@@H]1C(=O)NCC(=O)N[C@H](CCCN)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)N[C@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1CC2CCCCC2[C@@H]1C(=O)NCC(=O)N[C@H](CCCN)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N[C@H](CCCN)C(=O)N[C@H](CCCN)C(=O)N[C@H](CCCN)C(=O)N[C@H](CCCN)C(N)=O
CC(Cc1ccccc1)[n+]1[cH-]/c(=N\C(N)=O)on1
CCCCS(=O)(=O)N[C@@H](C)Cn1cncn1
N=C(N)Nc1ccc2[nH]c(-c3cccc4ccccc34)nc2c1
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)c1cn(C(=S)Nc2ccc(F)cc2)nc14
Cc1c(Cl)cccc1-c1nc([C@@H]2CCN2C(=O)c2ccccc2-n2nccn2)no1
O=c1cc(-c2ccccc2O)n2nc(CN3CCOCC3)c(-c3ccc(Cl)cc3)c2[nH]1
CN(C)C(=O)C[C@@H]1C[C@@H]2c3cc(NC(=O)c4cccnc4)ccc3O[C@@H]2[C@@H](CO)O1
COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)cn2)c(F)c1
CCCN(C)C(=O)c1cc(-c2n[nH]c(=O)n2-c2ccccc2F)c(O)cc1O
Cn1ncc2c(=O)n(Cc3cc(Cl)c4c(c3)OCCO4)cnc21
O=[N+]([O-])c1ccnn1Cc1cn(CCF)nn1
CCOC(=O)C(C)C(O)(c1ccc(OC)c(OC)c1OC)c1cccc2ccccc12
CC#Cc1ccc2sc(C(=O)Nc3nc(C(C)(C)C)cs3)cc2c1
N=C(N)N[C@H]1CN[C@@H](C(=O)N2C[C@H](N)C[C@@H]2C(=O)NCCN(CC(=O)NCCCC[C@H](NC(=O)CN(CCNC(=O)[C@H]2C[C@@H](N)CN2C(=O)[C@H]2C[C@@H](NC(=N)N)CN2)C(=O)Cn2cnc3c(=O)[nH]c(N)nc32)C(=O)NCCN(CC(=O)N[C@@H](CCCCNC(=O)c2ccc(B3OC(=O)c4cc(O)ccc4O3)cc2)C(=O)N[C@@H](CCCCNC(=O)c2cnccn2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)C(=O)Cn2cnc3c(=O)[nH]c(N)nc32)C(=O)Cn2cnc3c(=O)[nH]c(N)nc32)C1
O=C(CN1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1)Nc1ccc([N+](=O)[O-])cc1
CC(NCC(=O)NC(=O)NCCC1=CCCCC1)c1ccc(S(N)(=O)=O)cc1.O=C(O)C(=O)O
COc1cccc(Nc2cc(C(=O)N3CCCCC3)nc3ccc(C)cc23)c1
COc1ccc(C[C@@H](NC(=O)c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1
CC(C)N(CC(N)=O)CC(=O)N(C1CCCC1)C1CC1
COC(=O)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc3ccccc3[nH]1)CC2
O=C(COC(=O)C1CC(O)CN1S(=O)(=O)c1ccc(Cl)cc1)NC1CCCCCC1
CCC12CN3CCN(CC(C3)/C1=N/NC(=O)c1ccncc1)C2
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCn1cc(COCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nn1)C(=O)O)C(=O)O
O=c1cc(-c2ccccc2)oc2c(OCCCCN3CCOCC3)c(OCc3ccccc3)cc(O)c12
Cc1nn(CC(=O)NCCc2ccc[nH]2)c2ncccc12
CN(C)CCCOc1nn(Cc2ccccc2)c2ccc([N+](=O)[O-])cc12
CC1CCc2sc(C(=O)NCC(C)(C)N3CCOCC3)cc2C1
Cc1cccc(-c2[nH]c(CNc3cc(C#N)cc(CN4CCCC4)c3)nc2-c2ccc3ncnn3c2)n1
CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2nn(C)c(=O)c3ccccc23)c1
NC(=O)COc1cccc(CSc2nnc(N)s2)c1
CC(C)(N)CN(CCc1c[nH]c2ccccc12)C(=O)Nc1ccccc1
CCOc1ccc2nc(N(C[C@H]3CCCO3)C(=O)c3c(-c4ccccc4Cl)noc3C)sc2c1
Nc1nc2c(ncn2OC[C@H](CO)OCP(=O)(O)O)c(=O)[nH]1
Cc1[nH]c(C)c(-c2ccc(OCc3ccc(F)cc3)nc2)c(=O)c1Cl
CCOC(=O)OC(C)OC(=O)C1=C(S[C@@H]2CCO[C@@H]2CN)[C@H](C)C2[C@@H]([C@@H](C)O)C(=O)N12.Cl
CCCCc1ccc(S(=O)(=O)Nc2nnc(C)s2)cc1
CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2oncc2C1
CCc1cnc(Nc2ccc(C(N)=O)cc2)nc1N(C)C1CCCCC1
COc1ccc(NC(=O)/N=C2\CCCN2C)cc1
Cc1cc(C)cc(-c2cnc3cc(Cl)c(C(=O)Nc4ccncn4)cc3c2OCC[C@H]2CCCCN2)c1
COC(=O)c1ccc2c(c1)c1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3Cl)c1c(=O)n2C
Oc1ccc2c3c1OC1[C@H]4OC[C@@]4(CCCc4ccccc4)CC4C(C2)N(CC2CCC2)CCC341
CCc1cccc(CC)c1NC(=O)c1ccccc1CCc1ccccc1
CC(C)c1cc(=O)[nH]c(-n2nc(C3CC3)cc2NC(=O)c2ccc(F)c(F)c2)n1
CN(CCCCCCN1CCCCC1)CCSSCCN(C)CCCCCCN1CCCCC1
Cl.O=C(CN1CCCCC1)Nc1ccc(NC(=O)c2ccccc2Cl)cc1Cl
CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1
CN(CCc1ccccn1)C(=O)CCC1CCCN(C(=O)c2cscn2)C1
CCc1ccc2c(c1)c(-c1ccc[nH]c1=O)c(C(=O)NS(=O)(=O)C1CC1)n2Cc1cc(S(C)(=O)=O)c(Cl)cc1F
Cc1cc(C)n(CCc2nc(-c3ccc(Cl)s3)cs2)n1
CCC1=C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(CCNC(=O)C5CC5)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3cc(C4(O)CC4)ccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21
Cc1nc(C2(C)CCN(S(=O)(=O)c3ccc4c(c3)CCC4)CC2)no1
CC1=C2C(=O)c3c(C)coc3C[C@@]2(C)C=CC1=O
CN(c1ccccc1)c1ccccc1C(=O)NCCCN1CCOCC1
Cc1cc(O)c2c(c1)C(=O)c1cc(CO)c(-c3c(O)cc4c(c3O)C(=O)c3c(O)cccc3C4=O)c(O)c1C2=O
CCCCN(C)CCCNC(=O)c1ccc2c(c1)NC(=O)C(N1CCOCC1)S2
COc1cc(N2CCC(N3CC(CC#N)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1
CC(C)(O)c1cnnn1[C@H]1C[C@@H](C(=O)NC2(C(=O)C(N)=O)CCCCC2)N(C(=O)[C@@H](CC2CCCCC2)NC(=O)c2ccc3ccccc3c2)C1
COc1cc(OC)c2c(=O)cc(-c3ccc(OCCN4CCCCC4)cc3)oc2c1
CC1(C)Oc2ncnc(N)c2N=C1c1ccc(O)cc1
COC(=O)C1=C(c2ccc3ccccc3c2)C[C@@H]2CC[C@H]1N2C(=O)N1CCCCC1
CC(C)Cn1c(Cc2c[nH]c3c(F)cccc23)nc2ccc(F)cc21
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(C(=O)O)cc(=O)oc3c2C)O[C@H]1C
O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1
CN1CCC(c2c[nH]c3ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)cc23)CC1
O=c1oc2ccc(Br)cc2cc1-c1cc(-c2ccc(Br)cc2)nc(NCN2CCCCC2)n1
CCN(CC)c1cc(NC(=O)c2cc(OC)cc(OC)c2)ncn1
N=C(N)NCCCC(Nc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O
Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@H](NC2Cc3ccc(Cl)cc3C2)CC1
Cc1ccc2c(CC(=O)O)cn(-c3ccc(F)cc3Cc3c(C)noc3C)c2n1
CCCNC(=O)OC[C@H]1O[C@H](CCO/N=C/C[C@@H]2C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O2)C=C[C@@H]1Oc1ccc(OC)cc1
Cc1csc(NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)N2CCOCC2)c2ccccc2)n1
COc1ccccc1-c1nnnn1CCC(=O)c1ccccc1
O=C1CCc2cc(NC(=O)[C@@H]3CC=CCC3)ccc2N1
COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(-c4ccco4)nc13)C(=O)N2C
CCCCNC(=O)c1sc(-c2ccccc2)nc1C
Cc1ccc(NC(C)C(=O)N/N=C/c2ccc([N+](=O)[O-])s2)cc1
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3S(=O)(=O)c3ccccc3)ccc2[nH]1
COc1ccc2c(CCN)c(C(=O)O)[nH]c2c1
COc1ccccc1NC(=O)/C(=C/c1cccs1)NC(=O)c1ccco1
Cc1ncccc1CN1C[C@H](CCN2CCCC2=O)c2ccccc21
NC(=O)C12CC3CC(C1)C(NC(=O)C1(CNS(=O)(=O)c4cccc(Cl)c4)CC1)C(C3)C2
Cc1cccc2c1C[C@@H]1CNCCN1C2=O
Cc1ncsc1CCN(C)Cc1cc2n(n1)CCN(S(C)(=O)=O)C2
Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1
COCCn1cnnc1CCn1ccnc1-c1ccccc1Cl
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(OC)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1
CN(C)CCCNCc1cn(S(=O)(=O)c2ccccc2Cl)c2ccccc12.Cl
COc1ccc(CN2C[C@@H]3CC[C@@H](O)[C@H]2CN3Cc2ccccc2)cc1
CC(C)(C)C(=O)Nc1sc2c(c1C(N)=O)CCC2
Cc1cc2nc3c(O)c(Br)cc(Br)c3nc2c(C)c1C
Cc1cccc2c(-c3ccccc3)cc(=O)n(Cc3nnc(S)n3N)c12
CS(=O)(=O)NCc1n[nH]c2c1CCN(C(=O)c1ccsc1)C2
CCCCOC(=O)c1c(N2CCN(C)CC2)nc2cccc3c2c1-c1ccccc1-3
Cc1ccc(-c2nc3c(NC4CCCC4)cccn3c2-c2ccnc(NC3CCCC3)n2)cc1
C[C@H]1C(=O)CC[C@@]2(C)CCCC[C@]12O
Cc1ccc(CN(CCCO)C(=O)[C@@H]2C[C@@H](O)CN2)cc1
CCCCCCc1cn(CC(=O)N[C@H]2CCOC2=O)nn1
CCCCCOc1ccc(COc2cccc(O)c2C(=O)O)cc1
Cc1cc(NCc2cccnc2N)nc(C2CC2)n1
COc1cc(C)cc(OC)c1OC(=O)C(CC[S+](C)[O-])N1CCCC1
COc1cc(C2CC2N)c(OC)cc1C.Cl
CC(C)C1CCC(NC(=O)N(CCF)N=O)CC1
Brc1cnc(NCCc2cccs2)nc1Nc1cc(C2CC2)n[nH]1
O=C1/C(=C/NCc2ccccn2)c2ccccc2C(=O)N1c1ccccc1
CC(Oc1ccc(-c2nnco2)cc1)C(=O)N1CCOCC1
COC(=O)[C@H](CC(C)C)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CNc1c(-c2ccc(C(=O)O)cc2)cnc2[nH]c(-c3ccc(OC)cc3)nc12
C#C[C@](C)(CC)NC(=O)Nc1ccc(F)cn1
Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2O)cc1
COc1ccc2nccc(NCC3(O)CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1.Cl
Cc1cc(Cl)cc(NS(=O)(=O)c2ccc(-c3cnc(C4CC4)o3)cc2)c1
CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC1CC1)CC2)c1ncc(-c2cc3ccc(C4CC4)nc3cc2OC)[nH]1
C[n+]1c2ccc(F)cc2c(Sc2ccc(Cl)cc2)c2[nH]c3ccccc3c21
O=C1C=CC2(O[C@H](C3CCCCC3)[C@@H](C3CCCCC3)O2)C(SC(=O)c2ccccc2)C1
O=C(COc1ncnc2ccccc12)N1CCN(S(=O)(=O)c2ccccc2)CC1
CCOC(=O)c1ccccc1OS(=O)(=O)[N-]C(=O)Nc1nc(C)cc(C)n1.[Na+]
Cc1nc(N)nc(S)c1CCCNc1ccccc1
O=C(O)CCCCCCCOc1ccc(NC(=O)c2c(O)nc3cccc(Cl)c3c2O)cc1
COc1ccc2c(c1)c(C=O)cn2CCCCCN(C)Cc1cccc(O)c1
CCN(Cc1ccco1)C(=O)C1=NN(c2ccccc2)C(=O)CN1
O=C(CCCCCCOc1ccc(-c2nc3ccccc3[nH]2)cc1)NO
C#CCN(Cc1ccc(F)cc1)c1ccc(NC(=O)OC2CC2)c(NC(=O)OC2CC2)c1
COc1cc(Nc2nc3n(n2)CCCC3c2ccccc2)ccc1-n1cnc(C)c1
O=c1c(-c2ccc(O)cc2)c(Oc2ccc(OCCN3CCCCC3)cc2)oc2cc(O)ccc12
CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CCC[C@@H]([C@@H](O)CCCCCCC[C@@H](O)CC3=C[C@H](C)OC3=O)O2)O1
O=C(c1ccc(Nc2ccc(F)cc2F)cc1)c1ccccc1Cl
CCc1ccc(-c2nc(-c3ccc4oc(C)nc4c3)no2)cc1
COc1ccc(C(=O)c2cn(C)c3c(OC)c(OC)c(OC)cc23)cc1F
OCC[C@H]1C[C@H](O)[C@@H](O)[C@]2(Cc3ccccc3CO2)O1
CC(C)(C)c1cccc(C(C)(C)C)c1OC(=O)NC(=O)Oc1c(C(C)(C)C)cccc1C(C)(C)C
C=C1CCC[C@@H]2Nc3ccc(Br)cc3[C@]12CCNS(=O)(=O)c1ccc(Cl)c(Cl)c1
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1nc-2c(Cl)[nH]1
Cc1sc(C)c2c(=O)n3cc(C(=O)O)ccc3nc12
O=C1N/C(=N\c2nc3ccccc3o2)S/C1=C\c1cccc(F)c1
N[C@@H](COP(=O)(O)OC[C@H]1OCCC[C@@H]1OC(=O)CCc1ccccc1OCc1cccc(Oc2ccccc2)c1)C(=O)O
Cc1cccc(C2=NCCNc3c2c(C)nn3C)c1
O=C(NC1COCC1N1CCCCC1)c1ccc(-c2cccc(O)n2)cc1
COc1nc(CO)c([N+](=O)[O-])c(N2CCOCC2)n1
O=C(Nc1ccccc1F)c1ccc(Br)o1
N=C(N)NCCC[C@H](NC(=O)/C=C/c1cccc(O)c1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CC(=O)N1CCN(C(=O)C2CCNCC2)CC1
CCN1CCN(c2ncnc3sc4c(c23)CCC(C)C4)CC1
CCCc1[nH]c(=O)[nH]c(=O)c1CN(CCCl)CCCl.Cl
CCCCn1nc(CC)c2c1-c1nnc(-c3scc(C)c3Cl)n1CC2
c1ccc(CN2CCN(CCOCCOc3ccc4c(c3)CCC4)CC2)cc1
COc1ccc(/C=C/C(=O)C2CC2)cc1Cn1nc(C)c([N+](=O)[O-])c1C
CCCCOn1c(Sc2cc(C)cc(C)c2)c(CC)c(=O)[nH]c1=O
CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc1n2CCN(C(=O)OC(C)C)C1Cc1ccc(/C(N)=N/C(=O)OC(C)C)cc1)c1ccccn1
CC1(C)CCC(CN2CCN(c3cccc4c3CCN(c3ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(OC(=O)OC(C)(C)C)c3)C4)CC2)=C(c2ccc(Cl)cc2)C1
CCOCCCO[C@H]1CN(c2ccc(O[C@@H]3CCN(c4cc(OC)ncc4Cl)C[C@H]3C)cc2)[C@@H](CC(=O)O)[C@@H]1C
O=C1N/C(=N\c2cccs2)S/C1=C\c1ccc([N+](=O)[O-])o1
COCCCCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
COc1cc(N2CCNCC2)c2c(c1)N(S(=O)(=O)c1ccccc1)CCO2
COc1cc(/C=C/C2=C(C#N)C(=O)OC2(C)C)ccc1O
O=C([C@@H]1O[C@@H]2O[C@H]1C(=O)N(Cc1ccccc1)[C@@H]2Cc1ccccc1)N1CCCCC1
